date,open,high,low,close,adj_close,volume
2006-02-06,16.5,16.5,16.399999618530273,16.416667938232422,15.522406578063965,36600
2006-02-07,16.469999313354492,16.520000457763672,16.366666793823242,16.366666793823242,15.475140571594238,16500
2006-02-08,16.34000015258789,16.360000610351562,16.266666412353516,16.360000610351562,15.468832015991213,1500
2006-02-09,16.549999237060547,16.72333335876465,16.51333236694336,16.51333236694336,15.613813400268556,36300
2006-02-10,16.399999618530273,16.559999465942383,16.329999923706055,16.559999465942383,15.65793514251709,16200
2006-02-13,16.40999984741211,16.40999984741211,16.316667556762695,16.32666778564453,15.43731689453125,118800
2006-02-14,16.459999084472656,16.479999542236328,16.459999084472656,16.479999542236328,15.582303047180176,600
2006-02-15,16.64666748046875,16.989999771118164,16.64666748046875,16.90333366394043,15.982568740844728,19800
2006-02-16,17.123332977294922,17.200000762939453,17.09666633605957,17.200000762939453,16.263080596923828,3600
2006-02-17,17.25,17.25666618347168,17.206666946411133,17.229999542236328,16.29143714904785,76500
2006-02-21,17.233333587646484,17.233333587646484,16.926666259765625,16.956666946411133,16.032997131347656,219300
2006-02-22,17.136667251586914,17.31999969482422,17.126667022705078,17.31999969482422,16.376535415649414,7200
2006-02-23,17.25,17.389999389648438,17.25,17.363332748413086,16.417512893676758,63600
2006-02-24,17.416667938232422,17.69333267211914,17.40999984741211,17.69333267211914,16.729528427124023,172800
2006-02-27,18.0,18.143333435058597,17.889999389648438,18.11666679382324,17.129810333251953,104400
2006-02-28,18.0,18.0,17.700000762939453,17.71666717529297,16.751598358154297,13200
2006-03-01,17.873332977294922,17.963333129882812,17.65999984741211,17.940000534057617,16.962772369384766,54900
2006-03-02,17.933332443237305,17.93666648864746,17.766666412353516,17.93666648864746,16.959617614746094,64200
2006-03-03,17.933332443237305,17.953332901000977,17.80666732788086,17.856666564941406,16.883975982666016,102300
2006-03-06,17.78333282470703,17.836666107177734,17.623332977294922,17.733333587646484,16.76736068725586,215400
2006-03-07,17.496667861938477,17.549999237060547,17.35333251953125,17.383333206176758,16.43642807006836,428100
2006-03-08,17.366666793823242,17.706666946411133,17.22333335876465,17.67333221435547,16.71062469482422,839400
2006-03-09,17.60333251953125,17.60333251953125,17.406667709350586,17.420000076293945,16.471092224121094,14100
2006-03-10,17.30666732788086,17.56333351135254,17.30666732788086,17.373332977294922,16.426963806152344,26100
2006-03-13,17.53333282470703,17.59000015258789,17.333332061767578,17.333332061767578,16.389142990112305,50100
2006-03-14,17.366666793823242,17.366666793823242,17.25,17.316667556762695,16.37339210510254,170700
2006-03-15,17.386667251586914,17.426666259765625,17.366666793823242,17.426666259765625,16.477397918701172,4500
2006-03-16,17.633333206176758,17.636667251586914,17.399999618530273,17.399999618530273,16.452184677124023,43500
2006-03-17,17.316667556762695,17.366666793823242,17.299999237060547,17.356666564941406,16.411205291748047,9600
2006-03-20,17.273332595825195,17.420000076293945,17.226667404174805,17.290000915527344,16.348180770874023,8100
2006-03-21,17.14666748046875,17.260000228881836,16.93666648864746,16.97333335876465,16.04875946044922,134700
2006-03-22,16.766666412353516,16.979999542236328,16.59666633605957,16.97333335876465,16.04875946044922,13200
2006-03-23,17.03333282470703,17.03333282470703,16.809999465942383,16.906667709350586,15.985727310180664,101400
