date,spot,near_exp,near_dte,atm_iv_near,monthly_exp,monthly_dte,atm_iv_monthly,term_ratio,source
2026-07-14,49.46,2026-07-17,3,0.777,2026-08-14,31,0.7209,1.0779,thetadata_eod
2026-07-15,45.46,2026-07-17,2,0.1754,2026-08-14,30,0.797,0.22,thetadata_eod
2026-07-16,45.24,2026-07-17,1,0.8052,2026-08-14,29,0.7213,1.1163,thetadata_eod
2026-07-17,45.24,2026-07-24,7,0.677,2026-08-14,28,0.7614,0.8892,thetadata_eod
2026-07-20,46.3,2026-07-24,4,1.0116,2026-08-21,32,0.7973,1.2689,thetadata_eod
2026-07-21,45.68,2026-07-24,3,0.8025,2026-08-21,31,0.7097,1.1307,thetadata_eod
2026-07-22,44.65,2026-07-24,2,1.1921,2026-08-21,30,0.7652,1.5578,thetadata_eod
2026-07-23,41.3,2026-07-24,1,0.1677,2026-08-21,29,0.7997,0.2097,thetadata_eod
2026-07-24,41.3,2026-07-31,7,0.6821,2026-08-21,28,0.7405,0.9211,thetadata_eod
2026-07-27,41.28,2026-07-31,4,0.9221,2026-08-28,32,0.8212,1.1228,thetadata_eod
2026-07-28,38.1,2026-07-31,3,1.1741,2026-08-28,31,0.9127,1.2864,thetadata_eod
2026-07-29,41.66,2026-07-31,2,0.1653,2026-08-28,30,0.7255,0.2278,thetadata_eod
2026-07-30,41.37,2026-07-31,1,0.865,2026-08-28,29,0.7654,1.1301,thetadata_eod
2026-07-31,41.37,2026-08-07,7,0.995,2026-08-28,28,0.7429,1.3393,thetadata_eod
2026-08-03,47.47,2026-08-07,4,1.2582,2026-09-04,32,0.7804,1.6123,thetadata_eod
2026-08-04,47.91,2026-08-07,3,1.1798,2026-09-04,31,0.827,1.4266,thetadata_eod
2026-08-05,47.49,2026-08-07,2,1.3626,2026-09-04,30,0.7798,1.7474,thetadata_eod
2026-08-06,51.11,2026-08-07,1,0.4213,2026-09-04,29,0.8459,0.498,thetadata_eod
2026-08-07,51.11,2026-08-14,7,0.7573,2026-09-04,28,0.6809,1.1122,thetadata_eod
2026-08-10,55.24,2026-08-14,4,0.8659,2026-09-11,32,0.7707,1.1235,thetadata_eod
2026-08-11,54.11,2026-08-14,3,0.7953,2026-09-11,31,0.6753,1.1777,thetadata_eod
2026-08-12,55.66,2026-08-14,2,0.9387,2026-09-11,30,0.6898,1.3608,thetadata_eod
2026-08-13,58.74,2026-08-14,1,0.1546,2026-09-11,29,0.6641,0.2327,thetadata_eod
2026-08-14,58.74,2026-08-21,7,0.6318,2026-09-11,28,0.7097,0.8903,thetadata_eod
2026-08-17,56.67,2026-08-21,4,0.7631,2026-09-18,32,0.6547,1.1657,thetadata_eod
2026-08-18,56.68,2026-08-21,3,0.7301,2026-09-18,31,0.6668,1.0949,thetadata_eod
2026-08-19,55.04,2026-08-21,2,0.8373,2026-09-18,30,0.6809,1.2296,thetadata_eod
2026-08-20,60.05,2026-08-21,1,0.2721,2026-09-18,29,0.7356,0.3698,thetadata_eod
2026-08-21,60.05,2026-08-28,7,0.682,2026-09-18,28,0.6958,0.9802,thetadata_eod
2026-08-24,60.17,2026-08-28,4,0.8647,2026-09-25,32,0.7007,1.234,thetadata_eod
2026-08-25,59.31,2026-08-28,3,0.8862,2026-09-25,31,0.7043,1.2584,thetadata_eod
2026-08-26,59.03,2026-08-28,2,0.8953,2026-09-25,30,0.6868,1.3037,thetadata_eod
2026-08-27,56.13,2026-08-28,1,1.1921,2026-09-25,29,0.7535,1.582,thetadata_eod
2026-08-28,56.13,2026-09-04,7,0.6668,2026-09-25,28,0.6799,0.9807,thetadata_eod
