date,equity_call_oi,equity_put_oi,equity_pcr_oi,index_call_oi,index_put_oi,index_pcr_oi,occ_total_oi
2023-09-22,220859128,185142757,0.8383,17644243,17455934,0.9893,441490356
2023-09-25,215600007,184509752,0.8558,17540574,17480796,0.9966,435519343
2023-09-26,219741998,186941105,0.8507,17933135,17737936,0.9891,442748910
2023-09-27,223758142,189571851,0.8472,18229878,18234766,1.0003,450177887
2023-09-28,227305281,192331849,0.8461,18258125,18346207,1.0048,456612859
2023-09-29,229316444,193377531,0.8433,18746340,18770931,1.0013,460588897
2023-10-02,224255101,189453707,0.8448,18497887,18122376,0.9797,450707947
2023-10-03,228794324,192073259,0.8395,18904331,18494237,0.9783,458658967
2023-10-04,232442507,194741395,0.8378,19017595,18905439,0.9941,465484712
2023-10-05,235982754,196961754,0.8346,19240470,19359749,1.0062,471919855
2023-10-06,237954110,199322748,0.8377,19400502,19813897,1.0213,476869263
2023-10-09,235012969,196664941,0.8368,19444211,19863117,1.0215,471357275
2023-10-10,238724381,199599495,0.8361,19711239,19998459,1.0146,478406665
2023-10-11,241769540,202145333,0.8361,19867079,20250364,1.0193,484410625
2023-10-12,245252620,204818537,0.8351,20283648,20265135,0.9991,490999512
2023-10-13,247581355,205818143,0.8313,20377742,20721969,1.0169,494898684
2023-10-16,244212958,204559363,0.8376,20462450,20566490,1.0051,490191549
2023-10-17,247500518,206794676,0.8355,20747189,20828943,1.0039,496261251
2023-10-18,251333568,208571517,0.8299,20774919,20936292,1.0078,502007399
2023-10-19,254771708,210317677,0.8255,18506835,19796263,1.0697,503752302
2023-10-20,252640413,201939635,0.7993,18602714,19833109,1.0661,493377647
2023-10-23,217185981,183086390,0.843,17978862,18421478,1.0246,437035519
2023-10-24,221814189,185965011,0.8384,17944400,18501451,1.031,444579813
2023-10-25,227503902,188205514,0.8273,18169943,18690828,1.0287,452928048
2023-10-26,231784610,191001361,0.824,18328180,18783615,1.0248,460262329
2023-10-27,235182423,191924819,0.8161,18684990,19170660,1.026,465336400
2023-10-30,229178227,191007247,0.8334,18814884,19172644,1.019,458543822
2023-10-31,232523307,193320259,0.8314,18861981,19123567,1.0139,464194470
2023-11-01,236377884,196255786,0.8303,18792518,19050460,1.0137,470849034
2023-11-02,240540085,200291121,0.8327,19019810,19257316,1.0125,479486492
2023-11-03,241436811,204808189,0.8483,19355483,19669255,1.0162,485655298
2023-11-06,240624921,200304276,0.8324,19410523,19555772,1.0075,480282643
2023-11-07,244639652,203794312,0.833,19639673,19579389,0.9969,488043449
2023-11-08,248344488,206753667,0.8325,19911069,19748052,0.9918,495157269
2023-11-09,251979927,209225298,0.8303,19984777,19827616,0.9921,501431731
2023-11-10,253311863,211854158,0.8363,20021596,20293124,1.0136,505898930
2023-11-13,250429448,207456182,0.8284,20199659,20091903,0.9947,498595902
2023-11-14,254725171,211808107,0.8315,20441682,20512196,1.0034,507918103
2023-11-15,259158326,215480061,0.8315,21186771,19612384,0.9257,515866166
2023-11-16,262700474,218426239,0.8315,18640296,19574677,1.0501,519720644
2023-11-17,251243100,217619321,0.8662,18616232,19940508,1.0711,507806291
2023-11-20,229403608,189929260,0.8279,18454635,18579780,1.0068,456764197
2023-11-21,232978948,192739549,0.8273,18854151,18746924,0.9943,463722635
2023-11-22,236081036,195846295,0.8296,19195557,19108468,0.9955,470628719
2023-11-24,235201673,196411775,0.8351,19145318,19112325,0.9983,470268877
2023-11-27,233739482,193768900,0.829,19460106,19205292,0.9869,466576430
2023-11-28,237286993,196750160,0.8292,19717133,19405200,0.9842,473565797
2023-11-29,241535967,200412044,0.8297,20257092,19751200,0.975,482362854
2023-11-30,244452250,204321028,0.8358,20579303,20024618,0.973,489789947
2023-12-01,245649877,208208525,0.8476,20846632,20060516,0.9623,495185718
2023-12-04,245332747,204555431,0.8338,21059172,19991651,0.9493,491381924
2023-12-05,249139206,208099482,0.8353,21287855,20199748,0.9489,499149679
2023-12-06,252957141,211374880,0.8356,21643949,20388907,0.942,506790918
2023-12-07,256212884,214905771,0.8388,21895829,20723578,0.9465,514164179
2023-12-08,256469715,217230449,0.847,22142982,21202974,0.9575,517479170
2023-12-11,255482151,213172905,0.8344,22337656,21250445,0.9513,512681170
2023-12-12,258866789,215895169,0.834,22605953,21577009,0.9545,519389769
2023-12-13,261808427,219791723,0.8395,22916965,22183826,0.968,527143417
2023-12-14,265435026,224532751,0.8459,23373845,22735688,0.9727,536520351
2023-12-15,249939698,225390252,0.9018,21247642,22876102,1.0766,519888950
2023-12-18,230385271,186981767,0.8116,20549750,17921619,0.8721,456272954
2023-12-19,234118640,191284982,0.817,20845245,18201834,0.8732,464894055
2023-12-20,238529788,194684021,0.8162,21262738,17299125,0.8136,472224206
2023-12-21,241422850,197508502,0.8181,17520426,17231978,0.9835,474049256
2023-12-22,241316911,199349679,0.8261,17512247,17436431,0.9957,475974389
2023-12-26,238352031,194924922,0.8178,17447703,17242039,0.9882,468322965
2023-12-27,241376118,197616890,0.8187,17598332,17381530,0.9877,474323577
2023-12-28,244444509,200488306,0.8202,17815424,17483259,0.9814,480574597
2023-12-29,245017683,202360584,0.8259,17545191,17876905,1.0189,483143921
2024-01-02,240889846,196563648,0.816,17590584,16781995,0.954,472173846
2024-01-03,245029086,199580761,0.8145,17813110,16958704,0.952,479725573
2024-01-04,248679150,202627061,0.8148,17954590,17133226,0.9543,486742960
2024-01-05,250839861,205117378,0.8177,18100058,17538299,0.969,491950866
2024-01-08,248012771,205661037,0.8292,18319517,17711297,0.9668,490066724
2024-01-09,251863091,208099797,0.8262,18599542,17897341,0.9622,496825502
2024-01-10,255883998,211420909,0.8262,18936767,18337016,0.9683,504955377
2024-01-11,259624345,214564162,0.8264,19203494,18495113,0.9631,512279379
2024-01-12,261710318,216614901,0.8277,20085284,18862339,0.9391,517664397
2024-01-16,259105385,214705034,0.8286,20477055,18839868,0.92,513496175
2024-01-17,263429695,216555321,0.8221,20472266,18764728,0.9166,519594539
2024-01-18,267764431,220410163,0.8231,17123560,18333480,1.0707,523962750
2024-01-19,245931222,213712431,0.869,16812592,18799853,1.1182,495593535
2024-01-22,173294789,157663195,0.9098,16736082,16892503,1.0093,364929520
2024-01-23,178153844,161704830,0.9077,17155085,17122615,0.9981,374486604
2024-01-24,183532055,166347840,0.9064,17406077,17515480,1.0063,385150884
2024-01-25,188440086,169998428,0.9021,17539201,17748262,1.0119,394074943
2024-01-26,190153675,172827050,0.9089,17873349,18146352,1.0153,399350790
2024-01-29,186669293,169675991,0.909,17918368,18154247,1.0132,392774537
2024-01-30,191461727,173481705,0.9061,18176444,18298933,1.0067,401778457
2024-01-31,195568048,176953838,0.9048,18437939,18538975,1.0055,409855924
2024-02-01,199348076,180992957,0.9079,18456272,18536884,1.0044,417703004
2024-02-02,201124100,184177196,0.9157,18672240,19088941,1.0223,423423251
2024-02-05,197928390,180532772,0.9121,18983854,19017006,1.0017,416829314
2024-02-06,203214692,184074070,0.9058,19305163,19116709,0.9902,426085644
2024-02-07,207644121,188600842,0.9083,19673303,19524554,0.9924,435823499
2024-02-08,211790725,191854324,0.9059,19917806,19674438,0.9878,443621486
2024-02-09,213012829,194957102,0.9152,20195396,20240543,1.0022,448792810
2024-02-12,211185824,192101756,0.9096,20441261,20190876,0.9878,444305726
2024-02-13,215895012,195177920,0.904,20630470,20580859,0.9976,452662362
2024-02-14,219434621,198725509,0.9056,20706193,20771848,1.0032,460012527
2024-02-15,222934579,202807002,0.9097,17736979,20239138,1.1411,464058136
2024-02-16,214856618,201440722,0.9376,17388969,20537978,1.1811,454571782
2024-02-20,193691018,176652845,0.912,17384284,18608094,1.0704,406687820
2024-02-21,197761995,180308579,0.9117,17482615,18873424,1.0796,414778919
2024-02-22,202369046,184843949,0.9134,17699697,19263839,1.0884,424538826
2024-02-23,204979341,187357926,0.914,17834778,19580815,1.0979,430115467
2024-02-26,203036884,184703951,0.9097,18115228,19430394,1.0726,425654733
2024-02-27,207844869,188166609,0.9053,18275871,19626149,1.0739,434286734
2024-02-28,212147123,191570243,0.903,18440949,19780752,1.0727,442305205
2024-02-29,215325425,194886685,0.9051,18471022,20017212,1.0837,449067943
2024-03-01,217124655,198486832,0.9142,18663128,20073916,1.0756,454723586
2024-03-04,214926305,194315195,0.9041,18889068,19974034,1.0574,448483220
2024-03-05,219370389,197684718,0.9011,19146394,20185143,1.0543,456762105
2024-03-06,223304792,200883562,0.8996,19314684,20464793,1.0595,464350575
2024-03-07,226927261,204537481,0.9013,19424984,20853357,1.0735,472128422
2024-03-08,228647276,207365327,0.9069,19795083,21279726,1.075,477464480
2024-03-11,225511348,204227831,0.9056,19862944,21237071,1.0692,471219138
2024-03-12,229137455,207479650,0.9055,20011585,21521603,1.0755,478537504
2024-03-13,233057672,209992179,0.901,20528849,21824838,1.0631,485792306
2024-03-14,235062312,212861537,0.9056,21001750,22187871,1.0565,491498947
2024-03-15,223320100,208843093,0.9352,19628830,22249022,1.1335,474423018
2024-03-18,194515715,172556651,0.8871,19232037,18509998,0.9625,405203647
2024-03-19,198156000,176206241,0.8892,19481622,18632207,0.9564,412862904
2024-03-20,202267848,179668025,0.8883,19594055,18277600,0.9328,420197332
2024-03-21,206607002,183449593,0.8879,16648932,17919607,1.0763,424990669
2024-03-22,208137817,186510074,0.8961,16871955,18217210,1.0797,430108590
2024-03-25,205391900,182446053,0.8883,16951264,18061218,1.0655,423225646
2024-03-26,208947577,185173293,0.8862,17172633,18224449,1.0612,429898035
2024-03-27,212656826,188631889,0.887,17443305,18647789,1.0691,437766006
2024-03-28,214062949,192690097,0.9002,17435112,19055606,1.0929,443629796
2024-04-01,211138161,187222548,0.8867,17449800,18115052,1.0381,434310936
2024-04-02,215506947,190253691,0.8828,17718431,18459829,1.0418,442318942
2024-04-03,219369462,193382716,0.8815,17814293,18708139,1.0502,449648549
2024-04-04,224098881,196826050,0.8783,18175915,18906578,1.0402,458385261
2024-04-05,226441299,199263234,0.88,18313415,19738841,1.0778,464132110
2024-04-08,222341481,196471953,0.8836,18346105,19648046,1.071,457187179
2024-04-09,226164253,199425256,0.8818,18453254,19917248,1.0793,464341837
2024-04-10,230040154,201811939,0.8773,18670064,20246374,1.0844,471153011
2024-04-11,232988112,205160024,0.8806,18692831,20401903,1.0914,477623696
2024-04-12,236772849,206217553,0.871,19352635,20917842,1.0809,483659034
2024-04-15,233048146,204104558,0.8758,19642663,21019033,1.0701,478248441
2024-04-16,236531671,206597135,0.8734,19878964,21266323,1.0698,484680878
2024-04-17,240355512,207832462,0.8647,19535849,21444075,1.0977,489576110
2024-04-18,243628236,209989561,0.8619,17473112,20203863,1.1563,491662691
2024-04-19,238598199,202501453,0.8487,17620735,20362721,1.1556,479457264
2024-04-22,204863294,181504814,0.886,17292975,19019387,1.0998,423058763
2024-04-23,209538221,185364239,0.8846,17448441,19291108,1.1056,432017078
2024-04-24,213918682,188204755,0.8798,17590706,19408680,1.1033,439494490
2024-04-25,216918596,191730711,0.8839,17641739,19538457,1.1075,446210247
2024-04-26,218521650,194384643,0.8895,17755381,19906527,1.1212,450946431
2024-04-29,215632970,189867791,0.8805,17736419,19663414,1.1086,443279158
2024-04-30,219687916,192806234,0.8776,17955747,19678995,1.096,450512384
2024-05-01,223272035,195369031,0.875,17960848,19583659,1.0904,456570760
2024-05-02,227243204,198530599,0.8736,17988392,19784914,1.0999,463935930
2024-05-03,228378112,201145048,0.8808,18291445,20179820,1.1032,468397104
2024-05-06,224412455,198056374,0.8826,18520486,20159190,1.0885,461557426
2024-05-07,228459311,201773292,0.8832,19033351,20322176,1.0677,470002187
2024-05-08,231883846,204419109,0.8816,19266258,20567350,1.0675,476566714
2024-05-09,235520958,208100086,0.8836,19451579,20760732,1.0673,484277799
2024-05-10,237184112,210199407,0.8862,19747046,21116847,1.0694,488697806
2024-05-13,234701837,207237408,0.883,19864036,20939864,1.0542,483193326
2024-05-14,239684731,211187585,0.8811,20237362,21240425,1.0496,492801312
2024-05-15,243379958,215278209,0.8845,20827492,21752420,1.0444,501695633
2024-05-16,247493530,218293939,0.882,21296250,22044551,1.0351,509594370
2024-05-17,234619969,217767974,0.9282,21099292,22440896,1.0636,496401125
2024-05-20,212248136,188279136,0.8871,21170039,20812509,0.9831,442990883
2024-05-21,216396935,191840433,0.8865,21607024,21134432,0.9781,451639684
2024-05-22,221065195,195766296,0.8856,22108966,20098471,0.9091,459517969
2024-05-23,224929098,199061044,0.885,18310366,20176507,1.1019,462894509
2024-05-24,225751277,201095014,0.8908,18533560,20561853,1.1094,466358664
2024-05-28,222176370,197918157,0.8908,18693102,20433730,1.0931,459639016
2024-05-29,226138925,201590498,0.8914,18812090,20637415,1.097,467595528
2024-05-30,229887018,204200601,0.8883,18997781,20833354,1.0966,474340126
2024-05-31,230940414,206369737,0.8936,19111936,21195853,1.109,478047046
2024-06-03,226832897,202453054,0.8925,19304330,20709742,1.0728,469729216
2024-06-04,230379896,205213150,0.8908,19471636,20971795,1.077,476468296
2024-06-05,234104585,208486111,0.8906,19677089,21296714,1.0823,484006194
2024-06-06,237806042,211345801,0.8887,20271839,21460837,1.0587,491316707
2024-06-07,239229796,212733221,0.8892,20561842,21769558,1.0587,494735721
2024-06-10,252158262,226790052,0.8994,20554877,21616020,1.0516,521562452
2024-06-11,256030240,229799952,0.8976,20725958,21921460,1.0577,528920381
2024-06-12,261401707,233357540,0.8927,21091691,22154725,1.0504,538458787
2024-06-13,263432969,235475450,0.8939,21409143,22444408,1.0484,543228799
2024-06-14,264193708,237918146,0.9005,21725999,22890261,1.0536,547195635
2024-06-17,260285877,233482658,0.897,22209320,23126772,1.0413,539566147
2024-06-18,264710808,236559659,0.8937,22717140,22442068,0.9879,546898834
2024-06-20,267717057,239257311,0.8937,19640093,22771245,1.1594,549810865
2024-06-21,251163157,233949775,0.9315,18038657,23037467,1.2771,526614602
2024-06-24,211984390,186534142,0.8799,17750794,18982778,1.0694,435677557
2024-06-25,216204525,190159329,0.8795,17820030,19177969,1.0762,443786875
2024-06-26,222857956,195486128,0.8772,18197621,19346412,1.0631,456317086
2024-06-27,227048774,198225374,0.8731,18449885,19427985,1.053,463584203
2024-06-28,228608984,200269728,0.876,18619947,19851905,1.0662,467786761
2024-07-01,222869391,194570790,0.873,18653361,19173992,1.0279,455717062
2024-07-02,226638372,198060563,0.8739,18834041,19432145,1.0318,463425206
2024-07-03,229274104,200000150,0.8723,18980260,19718133,1.0389,468427883
2024-07-05,230858859,202971849,0.8792,19158428,20142506,1.0514,473596741
2024-07-08,229930505,200294484,0.8711,19498201,20103532,1.031,470301689
2024-07-09,233751593,203192732,0.8693,19703077,20319146,1.0313,477447595
2024-07-10,238051042,207043297,0.8697,19810612,20820552,1.051,486214285
2024-07-11,243049935,210040771,0.8642,20385891,21134820,1.0367,495104064
2024-07-12,243171272,213196095,0.8767,20671777,21639603,1.0468,499179031
2024-07-15,243669775,211787615,0.8692,21115967,21426122,1.0147,498495311
2024-07-16,248536372,215846909,0.8685,21626410,21922314,1.0137,508424888
2024-07-17,254244719,219617752,0.8638,21971028,21690773,0.9872,518014619
2024-07-18,257736230,222279230,0.8624,18633390,21402667,1.1486,520500665
2024-07-19,248646666,218302437,0.878,18653990,21670415,1.1617,507714184
2024-07-22,220711284,192090768,0.8703,18295584,19993168,1.0928,451527543
2024-07-23,225162724,195235177,0.8671,18524806,20203713,1.0906,459568448
2024-07-24,230684576,199150406,0.8633,19062520,20534179,1.0772,469880090
2024-07-25,234712727,201653343,0.8591,19139584,20773733,1.0854,476726303
2024-07-26,236544986,203449366,0.8601,19168557,21038323,1.0975,480641865
2024-07-29,229702946,199885510,0.8702,19319055,20835596,1.0785,470184040
2024-07-30,234361806,203397043,0.8679,19511358,21043773,1.0785,478756313
2024-07-31,237652318,207573147,0.8734,19677978,21452393,1.0902,486798967
2024-08-01,243312650,209985398,0.863,20152761,21387438,1.0613,495308027
2024-08-02,247787678,210950230,0.8513,20436916,22197223,1.0861,501886920
2024-08-05,240179257,208875813,0.8697,20339207,21886644,1.0761,491790780
2024-08-06,244943876,211724287,0.8644,20459077,21999874,1.0753,499597292
2024-08-07,249267553,213748563,0.8575,20828309,22444474,1.0776,506741319
2024-08-08,253556816,217500579,0.8578,20909283,23008383,1.1004,515433116
2024-08-09,255023225,218738978,0.8577,21061530,23309446,1.1067,518578616
2024-08-12,249761160,215347076,0.8622,21376849,23180877,1.0844,510086746
2024-08-13,253944607,219161752,0.863,21600997,23362471,1.0815,518486755
2024-08-14,258258716,222189418,0.8603,21954753,23430322,1.0672,526244589
2024-08-15,261758771,226607518,0.8657,22110282,23597041,1.0672,534488810
2024-08-16,252232644,225537140,0.8942,22020116,23829884,1.0822,524041266
2024-08-19,226657067,198941566,0.8777,21783010,22160247,1.0173,469973767
2024-08-20,231321354,202237070,0.8743,22295083,22491622,1.0088,478773092
2024-08-21,235275431,205570630,0.8737,22018540,22110581,1.0042,485402221
2024-08-22,239528425,208550505,0.8707,19225212,20716109,1.0775,488405403
2024-08-23,239730704,212523338,0.8865,19247270,21176411,1.1002,493073787
2024-08-26,237387780,208008831,0.8762,19321021,20902011,1.0818,486015796
2024-08-27,240375795,210614997,0.8762,19412499,21106533,1.0873,491913981
2024-08-28,244705157,213786871,0.8737,19526737,21250501,1.0883,499670949
2024-08-29,247829870,215935179,0.8713,19609319,21442075,1.0935,505224130
2024-08-30,248171770,218201890,0.8792,20253596,21807263,1.0767,508849710
2024-09-03,244239278,212927692,0.8718,19942262,21473758,1.0768,498977240
2024-09-04,247235102,215629112,0.8722,19964872,21859816,1.0949,505081363
2024-09-05,250384200,218095360,0.871,20982295,22017031,1.0493,511867098
2024-09-06,253999864,218681145,0.8609,20810024,22389930,1.0759,516276842
2024-09-09,248132850,217030088,0.8747,20715931,22385391,1.0806,508647988
2024-09-10,251788789,220062823,0.874,20896520,22568057,1.08,515703369
2024-09-11,255321720,223292135,0.8746,21241380,22961252,1.081,523200685
2024-09-12,259142240,227229728,0.8769,21530226,23199105,1.0775,531478068
2024-09-13,260291016,230257218,0.8846,21730696,23621593,1.087,536277434
2024-09-16,258337648,225758255,0.8739,21890584,23369739,1.0676,529736616
2024-09-17,262207219,229108661,0.8738,22104151,23516380,1.0639,537307845
2024-09-18,266028495,232258705,0.8731,21535763,23509656,1.0917,543701257
2024-09-19,268965082,236380224,0.8789,18438109,22220065,1.2051,546357705
2024-09-20,253368175,234953548,0.9273,16769093,22583667,1.3467,528002609
2024-09-23,224578874,194095247,0.8643,16468632,19074763,1.1582,454546018
2024-09-24,230781293,197796692,0.8571,16565437,19305693,1.1654,464777723
2024-09-25,235787412,201649778,0.8552,16925001,19531071,1.154,474224765
2024-09-26,242164623,205882991,0.8502,17026460,19734432,1.159,485139433
2024-09-27,243767770,209556887,0.8597,17818938,20122845,1.1293,491597298
2024-09-30,241825961,205870850,0.8513,17719463,20044637,1.1312,485798254
2024-10-01,248698167,209438837,0.8421,18067881,19514650,1.0801,496051419
2024-10-02,254090691,213281615,0.8394,18072203,19761426,1.0935,505541815
2024-10-03,258507492,217051955,0.8396,18708125,20026015,1.0704,514637125
2024-10-04,260188419,221023260,0.8495,18784099,20520288,1.0924,520864460
2024-10-07,257853615,217756367,0.8445,18759366,20328509,1.0836,515055614
2024-10-08,261849839,221161001,0.8446,18816886,20658883,1.0979,522842947
2024-10-09,265829931,224568231,0.8448,19037160,20957547,1.1009,530739540
2024-10-10,270258700,226847205,0.8394,19269481,21227451,1.1016,537953556
2024-10-11,271557420,230265017,0.8479,19389788,21636846,1.1159,543200407
2024-10-14,268648340,226135081,0.8418,19493426,21542313,1.1051,536158512
2024-10-15,273906129,229953434,0.8395,20015189,21694516,1.0839,545914486
2024-10-16,277777607,233998295,0.8424,19690900,22103771,1.1225,553921034
2024-10-17,281762261,236779475,0.8404,16999759,20462583,1.2037,556321745
2024-10-18,269358473,237081624,0.8802,16520905,20914819,1.266,544195340
2024-10-21,245049672,205961794,0.8405,16485268,18746786,1.1372,486566980
2024-10-22,249794960,209794431,0.8399,16734883,19214179,1.1482,495869213
2024-10-23,255314072,213564263,0.8365,17010030,19585521,1.1514,505813058
2024-10-24,259006139,216596408,0.8363,17187191,19812525,1.1527,512942711
2024-10-25,260580534,219060253,0.8407,17413324,20142929,1.1568,517541180
2024-10-28,256231227,215529135,0.8412,17383208,19963436,1.1484,509442843
2024-10-29,261222525,219483680,0.8402,17518923,20125861,1.1488,518687356
2024-10-30,266592720,223183550,0.8372,17689186,20273799,1.1461,528081580
2024-10-31,271843805,226048881,0.8315,18078236,20996237,1.1614,537319571
2024-11-01,273995071,226197622,0.8256,17925851,21183616,1.1817,539652103
2024-11-04,265904548,221122952,0.8316,17974259,21570097,1.2001,526925795
2024-11-05,271483562,225838594,0.8319,18241032,21736105,1.1916,537657204
2024-11-06,276595772,229806559,0.8308,18443278,21901045,1.1875,547104029
2024-11-07,281967081,233973220,0.8298,18830038,21982619,1.1674,557101358
2024-11-08,282792076,237641369,0.8403,19094547,22426160,1.1745,562316581
2024-11-11,280859720,232312682,0.8271,19461277,22138222,1.1376,555128685
2024-11-12,287239113,236073180,0.8219,19722628,22284166,1.1299,565684632
2024-11-13,291751568,239587343,0.8212,20004238,22428270,1.1212,574149301
2024-11-14,296766435,242182334,0.8161,20338355,22580995,1.1103,582242805
2024-11-15,288783776,238026781,0.8242,20394028,22981080,1.1269,570555706
2024-11-18,257492038,210635411,0.818,20295913,21263959,1.0477,510061319
2024-11-19,262503706,214640995,0.8177,20628187,21494552,1.042,519634604
2024-11-20,267677260,220937481,0.8254,20881228,20831783,0.9976,530693711
2024-11-21,272396035,221330478,0.8125,17655868,19797044,1.1213,531502087
2024-11-22,274632981,224581261,0.8178,17793502,20151914,1.1325,537482105
2024-11-25,272109939,220737176,0.8112,17944533,20005495,1.1149,531126966
2024-11-26,276806098,224364666,0.8105,18123802,20118429,1.1101,539736794
2024-11-27,280953513,227599334,0.8101,18301056,20231678,1.1055,547417034
2024-11-29,278289674,228886198,0.8225,18172066,20356162,1.1202,546041693
2024-12-02,275158349,224032468,0.8142,18114031,20142090,1.112,537797007
2024-12-03,279769977,227339489,0.8126,18556329,20356369,1.097,546375996
2024-12-04,284654421,231536733,0.8134,18816892,20726303,1.1015,556090451
2024-12-05,289447235,234920487,0.8116,19033720,20946488,1.1005,564702104
2024-12-06,290423894,238213176,0.8202,19334345,21334538,1.1035,569673361
