date,spot,net_gex,flip,call_wall,put_wall,call_wall_class,put_wall_class,pcr_oi_all,pcr_oi_near,net_vanna,net_charm
2019-08-20,186.97,-308692617.0,,195.0,170.0,WEAK,WEAK,1.864,1.873,296550225.0,500210107.0
2019-08-21,188.63,-175095569.0,,195.0,170.0,WEAK,WEAK,1.885,2.16,305202779.0,575895531.0
2019-08-22,188.02,-255818987.0,,195.0,170.0,WEAK,WEAK,1.867,1.981,300031662.0,868797911.0
2019-08-23,182.07,-1318160959.0,,195.0,170.0,WEAK,WEAK,1.901,1.814,238266657.0,582354278.0
2019-08-26,184.82,-539210678.0,,200.0,170.0,WEAK,WEAK,1.922,1.6,270738790.0,468305569.0
2019-08-27,184.43,-575472099.0,,200.0,170.0,WEAK,WEAK,1.915,1.867,265576233.0,534006183.0
2019-08-28,185.09,-574833500.0,,200.0,170.0,WEAK,WEAK,1.978,1.884,281901889.0,667291266.0
2019-08-29,187.92,-194412020.0,,200.0,170.0,WEAK,WEAK,1.932,1.611,303980875.0,965388560.0
2019-08-30,187.47,-282218877.0,,195.0,170.0,WEAK,WEAK,1.915,2.014,316147637.0,782679629.0
2019-09-04,188.33,-243043674.0,,195.0,170.0,WEAK,WEAK,1.898,1.911,309151929.0,671697720.0
2019-09-05,191.78,232694196.0,197.7,195.0,,WEAK,REMOTE,1.881,1.713,294369095.0,684275021.0
2019-09-06,191.59,143740938.0,199.83,195.0,,WEAK,REMOTE,1.903,1.573,312148573.0,620255395.0
2019-09-09,191.19,-1593199.0,,195.0,,WEAK,REMOTE,1.897,1.528,306692763.0,527716402.0
2019-09-10,190.64,-143401266.0,,200.0,,WEAK,REMOTE,1.929,1.404,313179459.0,616218859.0
2019-09-11,192.43,201236497.0,199.56,195.0,,WEAK,REMOTE,1.909,1.483,313599653.0,718892776.0
2019-09-12,193.23,322573074.0,196.72,195.0,,WEAK,REMOTE,1.933,2.347,308093001.0,957627903.0
2019-09-13,192.54,187591014.0,199.67,195.0,,WEAK,REMOTE,1.934,1.943,326140878.0,777796544.0
2019-09-16,191.68,-40634130.0,,195.0,,WEAK,REMOTE,1.919,1.863,309377783.0,795161159.0
2019-09-17,192.6,90113148.0,204.13,195.0,,WEAK,REMOTE,1.929,1.858,304644392.0,983799162.0
2019-09-18,192.52,117897628.0,201.42,195.0,,WEAK,REMOTE,1.926,1.781,308820128.0,1101644428.0
2019-09-19,192.84,174284610.0,199.7,195.0,,WEAK,REMOTE,1.919,1.781,320299739.0,2328370682.0
2019-09-20,190.8,-503571052.0,,195.0,,WEAK,REMOTE,1.873,1.605,314630128.0,1370916887.0
2019-09-23,190.5,-318068161.0,,195.0,,WEAK,REMOTE,2.029,1.743,297548227.0,416739849.0
2019-09-24,187.97,-633406957.0,,195.0,170.0,WEAK,WEAK,2.05,1.776,283684335.0,438837722.0
2019-09-25,190.08,-379945720.0,,195.0,,WEAK,REMOTE,2.004,1.82,325613136.0,585837728.0
2019-09-26,189.38,-562283884.0,,195.0,185.0,WEAK,WEAK,2.011,1.731,320442982.0,725391982.0
2019-09-27,187.03,-1445307415.0,,200.0,170.0,WEAK,WEAK,2.021,1.914,277897143.0,551373145.0
2019-09-30,188.81,-626617215.0,,195.0,170.0,WEAK,WEAK,2.039,1.821,307093856.0,761238520.0
2019-10-01,187.27,-666943699.0,,200.0,170.0,WEAK,WEAK,2.079,2.101,274549020.0,455721992.0
2019-10-02,184.05,-940866901.0,,195.0,170.0,WEAK,WEAK,2.124,2.162,227392739.0,280536224.0
2019-10-03,186.07,-805291943.0,,195.0,170.0,WEAK,WEAK,2.065,1.819,274158033.0,714936013.0
2019-10-04,188.81,-373943680.0,,195.0,170.0,WEAK,WEAK,1.99,1.336,306742804.0,592624648.0
2019-10-07,188.24,-495386061.0,,195.0,170.0,WEAK,WEAK,2.109,1.924,294835189.0,549778120.0
2019-10-08,185.42,-861144735.0,,200.0,170.0,WEAK,WEAK,2.06,1.463,259478095.0,538574417.0
2019-10-09,187.23,-658070152.0,,195.0,180.0,WEAK,WEAK,2.081,1.496,289002364.0,712451877.0
2019-10-10,188.68,-483892064.0,,200.0,170.0,WEAK,WEAK,2.053,1.351,296248375.0,1019093832.0
2019-10-11,191.11,-7825217.0,,200.0,,WEAK,REMOTE,2.051,1.958,296040483.0,763932902.0
2019-10-14,191.09,-147134082.0,,200.0,,WEAK,REMOTE,2.088,2.169,284754482.0,708046959.0
2019-10-15,193.52,275018187.0,195.9,200.0,180.0,WEAK,WEAK,2.043,1.946,254654549.0,579758583.0
2019-10-16,193.04,163134729.0,199.56,200.0,180.0,WEAK,WEAK,2.156,2.197,265016569.0,790128300.0
2019-10-17,193.55,256163526.0,196.99,205.0,,WEAK,REMOTE,2.032,2.075,264705932.0,1317016327.0
2019-10-18,191.69,249429283.0,196.27,200.0,180.0,WEAK,WEAK,1.958,1.802,287824208.0,907397353.0
2019-10-21,193.39,-26408494.0,,205.0,,WEAK,REMOTE,2.047,2.044,261660486.0,306287533.0
2019-10-22,191.85,-88717603.0,,200.0,,WEAK,REMOTE,1.997,1.744,277454610.0,414322115.0
2019-10-23,192.22,-165187486.0,,200.0,,WEAK,REMOTE,1.952,1.783,289111439.0,514726063.0
2019-10-24,194.09,180507306.0,199.84,200.0,,WEAK,REMOTE,1.999,1.963,272212484.0,785194107.0
2019-10-25,195.64,260779054.0,199.62,200.0,,WEAK,REMOTE,2.0,2.051,267605354.0,489179549.0
2019-10-28,197.57,211814048.0,201.55,200.0,,WEAK,REMOTE,2.023,2.985,232647190.0,334642253.0
2019-10-29,196.04,41282737.0,209.86,200.0,,WEAK,REMOTE,1.993,2.656,266128707.0,409767775.0
2019-10-30,196.99,122501485.0,204.78,200.0,,WEAK,REMOTE,1.992,2.723,261412933.0,489391094.0
2019-10-31,197.08,238787812.0,201.61,200.0,,WEAK,REMOTE,1.951,1.957,267466462.0,778712514.0
2019-11-01,198.87,791406103.0,198.77,200.0,,WEAK,REMOTE,1.93,1.885,241068493.0,441836273.0
2019-11-04,200.1,406354073.0,200.75,200.0,,WEAK,REMOTE,1.918,2.033,212170422.0,268327118.0
2019-11-05,200.21,384406547.0,202.6,200.0,,WEAK,REMOTE,1.85,2.013,235018926.0,373902695.0
2019-11-06,199.76,295906549.0,203.68,200.0,,WEAK,REMOTE,1.859,1.817,244818357.0,338840396.0
2019-11-07,200.43,596442221.0,201.18,200.0,,WEAK,REMOTE,1.842,1.097,242452818.0,623065046.0
2019-11-08,201.23,586933319.0,201.26,205.0,,WEAK,REMOTE,1.869,1.459,236779417.0,364407147.0
2019-11-11,200.96,356227126.0,203.59,205.0,,WEAK,REMOTE,1.929,1.57,233908862.0,375163421.0
2019-11-12,201.54,380448578.0,203.76,205.0,,WEAK,REMOTE,1.919,1.455,234374293.0,537478187.0
2019-11-13,201.59,268293933.0,204.55,205.0,,WEAK,REMOTE,1.854,1.179,237258433.0,753914439.0
2019-11-14,201.43,196626319.0,204.89,205.0,,WEAK,REMOTE,2.035,1.725,236089711.0,821845722.0
2019-11-15,202.91,1266941912.0,202.68,205.0,,WEAK,REMOTE,1.911,1.341,239575312.0,1012319627.0
2019-11-18,203.07,59587101.0,212.62,200.0,,WEAK,REMOTE,2.172,3.296,216202790.0,290815185.0
2019-11-19,203.37,50195429.0,213.85,200.0,,WEAK,REMOTE,2.1,3.22,223178821.0,369094998.0
2019-11-20,202.15,-114607720.0,,200.0,,WEAK,REMOTE,2.153,2.862,244274579.0,515937782.0
2019-11-21,201.7,-170602821.0,,200.0,,WEAK,REMOTE,2.155,2.482,248539867.0,766113606.0
2019-11-22,201.83,-302959241.0,,200.0,,WEAK,REMOTE,2.148,2.212,274105017.0,555698696.0
2019-11-25,204.22,66313669.0,212.57,200.0,,WEAK,REMOTE,2.146,2.066,243427782.0,344013004.0
2019-11-26,204.61,111060007.0,209.99,200.0,,WEAK,REMOTE,2.074,2.139,235383849.0,327166760.0
2019-11-27,206.04,265408777.0,209.59,200.0,,WEAK,REMOTE,2.082,2.35,207608510.0,241646211.0
2019-11-29,205.1,103757464.0,211.76,210.0,,WEAK,REMOTE,2.031,2.218,240634256.0,318234911.0
2019-12-02,203.0,-94174044.0,,210.0,,WEAK,REMOTE,2.068,1.982,239528960.0,351532282.0
2019-12-03,201.41,-231427106.0,,210.0,,WEAK,REMOTE,2.088,1.665,249827368.0,419362555.0
2019-12-04,202.43,-33342008.0,,210.0,,WEAK,REMOTE,2.013,1.447,255443252.0,493995934.0
2019-12-05,202.83,-54499577.0,,210.0,,WEAK,REMOTE,2.001,1.712,261298098.0,664928237.0
2019-12-06,205.0,522441722.0,204.96,210.0,,WEAK,REMOTE,1.956,1.944,252667727.0,537206948.0
2019-12-09,204.07,49642335.0,214.62,210.0,,WEAK,REMOTE,1.962,2.946,254033205.0,514681457.0
2019-12-10,203.9,-40020214.0,,210.0,,WEAK,REMOTE,1.946,2.475,259859788.0,556172429.0
2019-12-11,204.98,111379150.0,211.5,210.0,,WEAK,REMOTE,1.973,2.634,252237095.0,619781031.0
2019-12-12,206.51,407150804.0,209.51,210.0,,WEAK,REMOTE,1.935,2.13,232994500.0,749189389.0
2019-12-13,207.19,561964592.0,208.06,210.0,,WEAK,REMOTE,1.96,1.688,231048546.0,590011931.0
2019-12-16,209.27,686663281.0,209.54,210.0,,WEAK,REMOTE,1.904,1.606,185901815.0,460138278.0
2019-12-17,209.39,625596480.0,209.73,210.0,,WEAK,REMOTE,1.954,1.753,208208148.0,711775297.0
2019-12-18,209.55,726588230.0,209.65,210.0,,WEAK,REMOTE,1.953,1.813,193764822.0,417837686.0
2019-12-19,210.86,799618793.0,209.77,210.0,,WEAK,REMOTE,1.965,1.804,168223267.0,376750893.0
2019-12-20,211.71,1035794189.0,209.68,210.0,200.0,WEAK,WEAK,1.949,1.759,152807455.0,-649704565.0
2019-12-23,211.81,202608631.0,213.91,210.0,,PRIMARY,REMOTE,2.384,2.015,181753891.0,207900455.0
2019-12-24,211.92,146293616.0,215.61,210.0,,WEAK,REMOTE,2.289,2.704,200289378.0,256282211.0
2019-12-26,213.79,362095407.0,214.03,210.0,,WEAK,REMOTE,2.339,2.598,166186266.0,283560417.0
2019-12-27,213.61,262331254.0,214.78,210.0,,WEAK,REMOTE,2.281,2.336,181678245.0,421097266.0
2019-12-30,212.21,-21801694.0,,210.0,,WEAK,REMOTE,2.228,2.511,189828600.0,458904015.0
2019-12-31,212.61,188831582.0,218.93,220.0,,WEAK,REMOTE,2.104,2.001,224020268.0,368640239.0
2020-01-02,216.16,484883265.0,216.63,220.0,,PRIMARY,REMOTE,2.043,1.531,169676191.0,266132617.0
2020-01-03,214.18,-36228905.0,,220.0,,PRIMARY,REMOTE,2.127,2.598,201233652.0,319278114.0
2020-01-06,215.56,170957127.0,219.8,220.0,,PRIMARY,REMOTE,2.183,2.545,178093394.0,299943145.0
2020-01-07,215.53,190189585.0,219.8,220.0,,WEAK,REMOTE,2.177,2.368,201799193.0,458300412.0
2020-01-08,217.15,255756767.0,219.74,220.0,,WEAK,REMOTE,2.111,2.472,174406886.0,453273935.0
2020-01-09,218.99,409560327.0,219.62,220.0,200.0,WEAK,WEAK,2.125,2.82,150879298.0,542167655.0
2020-01-10,218.43,377361554.0,219.66,220.0,200.0,WEAK,WEAK,2.136,2.032,179008763.0,447579292.0
2020-01-13,220.95,299356093.0,220.7,220.0,200.0,WEAK,WEAK,2.215,2.16,145503155.0,192037774.0
2020-01-14,220.08,224764431.0,223.04,220.0,200.0,WEAK,WEAK,1.969,1.73,195456603.0,145574586.0
2020-01-15,220.17,234884033.0,223.67,220.0,210.0,WEAK,WEAK,2.001,1.74,210501068.0,171709939.0
2020-01-16,222.28,183885984.0,224.92,220.0,,WEAK,REMOTE,2.11,1.982,196795793.0,1022935269.0
2020-01-17,223.38,-6145940.0,,220.0,,WEAK,REMOTE,2.111,1.907,195046892.0,902967534.0
2020-01-21,223.28,626969.0,274.24,225.0,,WEAK,REMOTE,2.191,2.164,196798711.0,305330728.0
2020-01-22,223.87,-85387407.0,,225.0,,WEAK,REMOTE,2.342,2.005,226309974.0,415276365.0
2020-01-23,224.59,-114969514.0,,225.0,,WEAK,REMOTE,2.325,2.359,231612778.0,396180994.0
2020-01-24,222.7,-353330489.0,,225.0,210.0,WEAK,WEAK,2.317,1.79,242254305.0,364534377.0
2020-01-27,218.1,-537825851.0,,225.0,210.0,WEAK,WEAK,2.334,1.672,236585280.0,379601549.0
2020-01-28,221.45,-249592589.0,,225.0,210.0,WEAK,WEAK,2.215,1.358,255753948.0,498719956.0
2020-01-29,221.81,-294862529.0,,225.0,210.0,WEAK,WEAK,2.225,1.507,260904906.0,671163822.0
2020-01-30,222.6,-558813260.0,,225.0,210.0,WEAK,WEAK,2.252,1.553,286148351.0,821675544.0
2020-01-31,219.07,-825209800.0,,225.0,210.0,WEAK,WEAK,2.253,2.372,270260294.0,515625991.0
2020-02-03,222.38,-134176764.0,,225.0,210.0,WEAK,WEAK,2.239,2.983,249525091.0,576221381.0
2020-02-04,227.47,151599441.0,232.5,225.0,210.0,WEAK,WEAK,2.215,2.657,188514169.0,456311140.0
2020-02-05,228.22,125981525.0,233.41,225.0,210.0,PRIMARY,WEAK,2.231,2.836,192804163.0,466258221.0
2020-02-06,230.19,256967695.0,232.19,225.0,210.0,WEAK,WEAK,2.182,2.486,170912973.0,741175511.0
2020-02-07,229.2,117749862.0,234.98,225.0,210.0,WEAK,WEAK,2.179,2.66,193743804.0,553619453.0
2020-02-10,231.97,144046484.0,235.56,225.0,210.0,WEAK,WEAK,2.2,3.035,150213444.0,305122185.0
2020-02-11,232.01,177850473.0,234.94,225.0,210.0,WEAK,WEAK,2.112,2.178,157272164.0,361169350.0
2020-02-12,234.27,415968997.0,234.71,225.0,,WEAK,REMOTE,2.004,1.445,149176263.0,511969646.0
2020-02-13,233.97,349141509.0,234.8,225.0,,WEAK,REMOTE,2.008,1.6,154987212.0,472324809.0
2020-02-14,234.64,562263343.0,234.75,225.0,,WEAK,REMOTE,1.99,2.155,175220399.0,567403640.0
2020-02-18,234.73,296878601.0,236.75,225.0,,WEAK,REMOTE,1.937,1.866,161488156.0,293590852.0
2020-02-19,236.98,426686101.0,235.81,225.0,,WEAK,REMOTE,1.965,1.992,141205558.0,-113999705.0
2020-02-20,234.78,144950855.0,240.63,225.0,,WEAK,REMOTE,1.858,1.621,185967244.0,1047446961.0
2020-02-21,230.27,-381047207.0,,225.0,210.0,WEAK,WEAK,1.726,1.229,210874299.0,-507358034.0
2020-02-24,221.39,-563620229.0,,240.0,210.0,WEAK,WEAK,1.978,1.969,168916776.0,217718347.0
2020-02-25,215.37,-650256414.0,,,210.0,REMOTE,WEAK,1.896,1.718,138599150.0,346340412.0
2020-02-26,216.48,-671953052.0,,,210.0,REMOTE,WEAK,1.855,1.818,168594251.0,323009307.0
2020-02-27,205.64,-794449593.0,,,210.0,REMOTE,WEAK,1.777,1.32,72971679.0,-758352831.0
2020-02-28,205.8,-913674283.0,,,210.0,REMOTE,WEAK,1.708,1.34,95849799.0,444556749.0
2020-03-02,216.42,-464917662.0,,230.0,210.0,WEAK,WEAK,1.848,2.408,170120553.0,437436825.0
2020-03-03,209.48,-562623910.0,,,210.0,REMOTE,WEAK,1.799,1.692,136299512.0,559072345.0
2020-03-04,218.22,-304248346.0,,230.0,210.0,WEAK,WEAK,1.83,2.224,193332158.0,650535819.0
2020-03-05,211.59,-563351239.0,,230.0,210.0,WEAK,WEAK,1.783,1.739,148731422.0,727351927.0
2020-03-06,208.02,-858179888.0,,,210.0,REMOTE,WEAK,1.72,1.677,118725028.0,-104339347.0
2020-03-09,193.57,-629443836.0,,,210.0,REMOTE,WEAK,1.869,2.052,28525501.0,-244254212.0
2020-03-10,204.11,-615845334.0,,,210.0,REMOTE,WEAK,1.815,2.141,90007935.0,224875673.0
2020-03-11,195.22,-662162193.0,,,210.0,REMOTE,WEAK,1.814,1.938,45736185.0,-68417970.0
2020-03-12,177.32,-604265927.0,,,,REMOTE,REMOTE,2.049,1.855,-34049740.0,-1445544971.0
2020-03-13,192.34,-552511044.0,,,210.0,REMOTE,WEAK,1.719,1.543,72144390.0,411429324.0
2020-03-16,169.3,-289729311.0,,,,REMOTE,REMOTE,1.647,1.475,10774036.0,283440820.0
2020-03-17,182.14,-493210177.0,,200.0,170.0,WEAK,WEAK,1.59,1.417,29546654.0,-922454076.0
2020-03-18,176.6,-472389946.0,,,170.0,REMOTE,WEAK,1.502,1.301,17658122.0,-1435235829.0
2020-03-19,177.66,-538496556.0,,,170.0,REMOTE,WEAK,1.555,1.312,23782792.0,-2897408583.0
2020-03-20,170.7,-512959155.0,,,170.0,REMOTE,WEAK,1.41,1.161,16862600.0,-11504262.0
2020-03-23,170.46,-343959894.0,,,170.0,REMOTE,WEAK,1.637,1.716,11444177.0,-23366542.0
2020-03-24,183.66,-220058959.0,,200.0,170.0,WEAK,WEAK,1.479,1.419,71442682.0,222488115.0
2020-03-25,182.3,-225150630.0,,200.0,170.0,WEAK,WEAK,1.473,1.603,72007159.0,316960495.0
2020-03-26,191.9,-147952411.0,,200.0,,WEAK,REMOTE,1.512,1.735,95763954.0,225450166.0
2020-03-27,185.3,-161673669.0,,200.0,170.0,WEAK,WEAK,1.507,1.465,76912703.0,188585054.0
2020-03-30,192.04,-173527821.0,,200.0,,WEAK,REMOTE,1.519,1.547,95926898.0,-856300.0
2020-03-31,190.4,-322984906.0,,200.0,,WEAK,REMOTE,1.534,1.434,92968139.0,-90931269.0
2020-04-01,182.31,-298586192.0,,200.0,170.0,WEAK,WEAK,1.561,1.311,67322494.0,266358876.0
2020-04-02,186.01,-265115457.0,,200.0,170.0,WEAK,WEAK,1.619,1.482,96948623.0,472040766.0
2020-04-03,183.37,-321167258.0,,,170.0,REMOTE,WEAK,1.759,1.558,99336301.0,284260216.0
2020-04-06,196.48,-129567437.0,,205.0,,WEAK,REMOTE,1.698,1.129,121481325.0,348743214.0
2020-04-07,196.4,-110922098.0,,200.0,,WEAK,REMOTE,1.616,1.167,127900458.0,533142284.0
2020-04-08,200.57,-29322653.0,,200.0,,WEAK,REMOTE,1.653,0.974,134697516.0,741033008.0
2020-04-09,200.86,-132166898.0,,200.0,,WEAK,REMOTE,1.686,0.653,140214016.0,266881915.0
2020-04-13,203.03,-57981935.0,,200.0,,WEAK,REMOTE,1.782,1.693,133968778.0,489691908.0
2020-04-14,211.86,67520149.0,227.95,200.0,,WEAK,REMOTE,1.701,1.42,120771108.0,291593887.0
2020-04-15,209.43,31796589.0,244.0,200.0,,WEAK,REMOTE,1.69,1.277,126660708.0,298246005.0
2020-04-16,213.25,105166431.0,224.41,200.0,,WEAK,REMOTE,1.669,1.138,118787805.0,-143001047.0
2020-04-17,215.29,113805926.0,214.92,220.0,,WEAK,REMOTE,1.678,1.324,116151204.0,46694681.0
2020-04-20,212.74,-44437709.0,,220.0,,WEAK,REMOTE,1.846,2.661,120415640.0,297953769.0
2020-04-21,204.89,-198027801.0,,220.0,,WEAK,REMOTE,1.872,2.647,120540278.0,371083709.0
2020-04-22,210.97,-53244430.0,,220.0,190.0,WEAK,WEAK,1.841,2.377,126225448.0,452034639.0
2020-04-23,210.52,-87673266.0,,220.0,200.0,WEAK,WEAK,1.814,1.581,126801615.0,530646522.0
2020-04-24,213.84,-6061081.0,,210.0,200.0,WEAK,WEAK,1.809,1.72,128452732.0,246878092.0
2020-04-27,215.56,-16444392.0,,220.0,200.0,WEAK,WEAK,1.816,1.706,127817428.0,278023234.0
2020-04-28,211.5,-165821805.0,,220.0,200.0,WEAK,WEAK,1.918,1.76,139766954.0,365772480.0
2020-04-29,219.0,8558461.0,259.53,220.0,200.0,WEAK,WEAK,1.932,1.48,140030075.0,458325019.0
2020-04-30,218.91,-42708975.0,,220.0,200.0,WEAK,WEAK,1.994,1.764,144645899.0,1030284539.0
2020-05-01,212.74,-358887731.0,,230.0,200.0,WEAK,WEAK,2.063,2.493,160135822.0,537346079.0
2020-05-04,215.22,-111051919.0,,230.0,200.0,WEAK,WEAK,2.018,2.108,142696212.0,351819662.0
2020-05-05,217.66,-51887436.0,,230.0,200.0,WEAK,WEAK,2.005,1.474,147112391.0,364360197.0
2020-05-06,219.0,-32760220.0,,230.0,,WEAK,REMOTE,2.102,1.58,151931061.0,468661439.0
2020-05-07,221.82,59681578.0,239.61,230.0,,WEAK,REMOTE,2.014,1.266,149807763.0,356207323.0
2020-05-08,224.86,297762956.0,224.84,230.0,,WEAK,REMOTE,1.888,1.299,145940930.0,139366822.0
2020-05-11,226.87,156423609.0,230.8,230.0,,WEAK,REMOTE,1.935,1.322,145715847.0,454957266.0
2020-05-12,222.12,-34487258.0,,230.0,,WEAK,REMOTE,1.908,1.113,153423692.0,552695570.0
2020-05-13,219.34,-161990119.0,,230.0,,WEAK,REMOTE,2.006,1.449,158815714.0,507872026.0
2020-05-14,221.83,-33031148.0,,230.0,200.0,WEAK,WEAK,1.932,1.195,156247757.0,397223085.0
2020-05-15,223.27,68924428.0,239.12,220.0,,WEAK,REMOTE,1.873,0.8,158303304.0,262720073.0
2020-05-18,227.43,68244009.0,243.31,230.0,,WEAK,REMOTE,2.073,1.933,148278874.0,303464049.0
2020-05-19,226.86,7520688.0,274.1,230.0,,WEAK,REMOTE,2.119,2.084,153190824.0,361485541.0
2020-05-20,231.39,113432391.0,239.3,230.0,,WEAK,REMOTE,2.102,1.917,140736790.0,302892987.0
2020-05-21,228.87,-8059137.0,,230.0,,WEAK,REMOTE,2.094,2.035,153672595.0,485900171.0
2020-05-22,229.66,59602356.0,246.54,230.0,,WEAK,REMOTE,2.109,1.89,162419610.0,424058755.0
2020-05-26,229.04,-7621837.0,,230.0,,WEAK,REMOTE,2.088,1.952,157451341.0,368083983.0
2020-05-27,230.29,9798352.0,274.82,230.0,,WEAK,REMOTE,2.07,2.057,158713920.0,506236928.0
2020-05-28,229.99,-41464226.0,,230.0,,WEAK,REMOTE,2.02,1.569,167777754.0,693039063.0
2020-05-29,233.36,113740907.0,243.81,230.0,,WEAK,REMOTE,2.081,1.661,160880245.0,444074668.0
2020-06-01,234.06,48204270.0,249.68,230.0,,WEAK,REMOTE,2.129,1.863,154464628.0,340282704.0
2020-06-02,235.63,49239916.0,249.77,230.0,,WEAK,REMOTE,2.206,1.985,155577657.0,380569728.0
2020-06-03,236.69,89043158.0,247.52,230.0,,WEAK,REMOTE,2.194,1.907,155668645.0,455579738.0
2020-06-04,235.03,-36103037.0,,230.0,,WEAK,REMOTE,2.228,2.077,166028637.0,655473378.0
2020-06-05,239.69,154950791.0,244.84,230.0,,WEAK,REMOTE,2.23,1.967,156687209.0,499100403.0
2020-06-08,241.55,89407176.0,249.71,250.0,,WEAK,REMOTE,2.211,2.061,150519367.0,400186951.0
2020-06-09,243.3,153859652.0,248.7,250.0,,WEAK,REMOTE,2.165,1.643,132016167.0,324603536.0
2020-06-10,246.22,130359204.0,249.98,250.0,,WEAK,REMOTE,2.177,1.735,133672334.0,540150365.0
2020-06-11,234.02,-314402934.0,,250.0,,WEAK,REMOTE,2.176,1.741,156577847.0,701938603.0
2020-06-12,235.88,-264738439.0,,250.0,,WEAK,REMOTE,2.039,1.999,170391531.0,546938810.0
2020-06-15,238.75,-27853440.0,,250.0,,WEAK,REMOTE,2.109,2.193,158922080.0,477163398.0
2020-06-16,242.85,116098798.0,253.51,250.0,,WEAK,REMOTE,2.073,2.189,148958932.0,435347407.0
2020-06-17,243.62,146598068.0,250.89,250.0,,WEAK,REMOTE,2.068,2.247,145160061.0,144438524.0
2020-06-18,244.28,153478958.0,249.93,250.0,,WEAK,REMOTE,2.093,2.333,146156419.0,907789077.0
2020-06-19,244.24,395853797.0,244.39,250.0,,WEAK,REMOTE,2.093,2.291,164991760.0,1256594253.0
2020-06-22,246.74,50501643.0,265.0,250.0,,PRIMARY,REMOTE,2.005,1.834,141722406.0,279863287.0
2020-06-24,243.71,-141999044.0,,250.0,,PRIMARY,REMOTE,2.012,1.93,161393877.0,458028853.0
2020-06-25,246.03,-17774122.0,,250.0,,PRIMARY,REMOTE,1.98,1.803,167802168.0,635283660.0
2020-06-26,240.22,-576186451.0,,250.0,,PRIMARY,REMOTE,1.962,1.762,176825953.0,544495442.0
2020-06-29,242.84,-106700478.0,,250.0,,PRIMARY,REMOTE,1.967,1.781,171006336.0,495038160.0
2020-06-30,247.6,75159549.0,264.5,250.0,,PRIMARY,REMOTE,1.951,1.411,158028775.0,385024929.0
2020-07-01,250.49,125648904.0,259.3,250.0,,PRIMARY,REMOTE,1.992,1.623,153878479.0,432249903.0
2020-07-02,252.19,57647634.0,269.77,250.0,,PRIMARY,REMOTE,2.038,,152291156.0,223311847.0
2020-07-06,258.39,113274922.0,265.05,250.0,,PRIMARY,REMOTE,1.965,2.596,123384839.0,276545363.0
2020-07-07,256.61,6917427.0,309.12,250.0,,PRIMARY,REMOTE,2.055,2.541,141241170.0,397091890.0
2020-07-08,259.99,27325807.0,289.75,250.0,,PRIMARY,REMOTE,2.04,2.749,140469303.0,484865386.0
2020-07-09,262.18,63400907.0,279.3,250.0,,WEAK,REMOTE,2.057,2.902,132790250.0,710612772.0
2020-07-10,263.97,203479436.0,265.95,250.0,250.0,WEAK,WEAK,2.108,3.025,143544627.0,292884291.0
2020-07-13,258.54,-157078716.0,,250.0,250.0,WEAK,WEAK,2.121,3.044,152965589.0,502783535.0
2020-07-14,260.37,-192285826.0,,250.0,250.0,WEAK,WEAK,2.055,3.046,163288979.0,667056861.0
2020-07-15,260.9,-203561592.0,,250.0,250.0,WEAK,WEAK,2.069,3.01,171559345.0,848520276.0
2020-07-16,259.12,-214952056.0,,250.0,250.0,WEAK,WEAK,2.068,3.117,183503742.0,1604305263.0
2020-07-17,259.42,-2495053.0,,250.0,250.0,WEAK,WEAK,2.06,2.961,203729791.0,756304881.0
2020-07-20,266.78,24215643.0,299.59,250.0,250.0,WEAK,WEAK,1.876,2.215,173875926.0,436372460.0
2020-07-21,264.0,-141170357.0,,250.0,250.0,WEAK,WEAK,1.89,2.271,200751225.0,593918181.0
2020-07-22,264.93,-73548625.0,,250.0,250.0,WEAK,WEAK,1.915,2.372,199867529.0,790737673.0
2020-07-23,258.01,-437875184.0,,250.0,250.0,WEAK,WEAK,1.908,2.261,209558979.0,951064146.0
2020-07-24,255.56,-831720037.0,,250.0,250.0,WEAK,WEAK,1.858,2.634,226046190.0,620001842.0
2020-07-27,260.12,-255416057.0,,250.0,250.0,WEAK,WEAK,1.886,2.552,228096922.0,682117663.0
2020-07-28,256.81,-414744224.0,,250.0,,WEAK,REMOTE,1.86,2.159,230843904.0,819744295.0
2020-07-29,259.77,-299060140.0,,250.0,,WEAK,REMOTE,1.872,2.149,242820025.0,1177715145.0
2020-07-30,261.13,-281655182.0,,270.0,250.0,WEAK,WEAK,1.93,2.593,236273507.0,2116871192.0
2020-07-31,265.79,283140809.0,270.87,270.0,,WEAK,REMOTE,1.921,2.263,238068538.0,650288244.0
2020-08-03,269.38,104022602.0,285.51,250.0,,WEAK,REMOTE,1.885,2.114,201116682.0,418025202.0
2020-08-04,270.38,96338244.0,288.65,250.0,,WEAK,REMOTE,1.888,2.363,208849355.0,480650400.0
2020-08-05,271.05,113887996.0,287.29,270.0,,WEAK,REMOTE,1.908,2.344,213911126.0,571195785.0
2020-08-06,274.64,210416537.0,281.79,270.0,,WEAK,REMOTE,1.917,2.324,190174422.0,489914712.0
2020-08-07,271.47,-104291903.0,,270.0,,WEAK,REMOTE,1.954,2.362,214221133.0,607992446.0
2020-08-10,270.31,-21944556.0,,250.0,,WEAK,REMOTE,1.919,2.054,222204419.0,549537690.0
2020-08-11,265.19,-297861674.0,,270.0,,WEAK,REMOTE,1.911,2.009,230797457.0,674154659.0
